site_id,year1,year2,bd_occupied_past,bd_occupied_present,mean_bd_past,mean_bd_present,frog_abund_present,num_inf_present,diff,area,elevation,jurisdiction,density,location
72953,2008,2009,1,1,3.70628339994271,2.58433122436753,2,1,1,3823,2484,yosemite,0.360232300324993,1
72990,2008,2009,1,1,2.69809506792839,4.1029944141446,11,7,1,4167,2420,yosemite,1.89773575270759,1
72996,2004,2005,1,1,4.10014877266562,3.58421957037636,655,408,1,4288,3176,yosemite,111.395774243779,1
72996,2005,2006,1,1,3.58421957037636,3.72710055214671,1010,207,1,4288,3176,yosemite,171.770583185063,1
72996,2006,2007,1,1,3.72710055214671,3.87567156685685,732,106,1,4288,3176,yosemite,124.491155338086,1
72996,2007,2008,1,1,3.87567156685685,3.50464534558509,490,186,1,4288,3176,yosemite,83.334243327407,1
72996,2008,2009,1,1,3.50464534558509,3.27830251510325,1470,139,1,4288,3176,yosemite,250.002729982221,1
72996,2009,2010,1,1,3.27830251510325,3.15936036784762,714,22,1,4288,3176,yosemite,121.429897419936,1
72996,2010,2011,1,1,3.15936036784762,3.81460046757328,751,18,1,4288,3176,yosemite,127.722483140577,1
72996,2011,2012,1,1,3.81460046757328,4.0357162889668,1228,38,1,4288,3176,yosemite,208.845817971542,1
72996,2013,2014,1,1,3.66248785203767,4.33515307297899,1314,37,1,4288,3176,yosemite,223.471828024924,1
72996,2014,2015,1,1,4.33515307297899,3.46671730134442,1251,3,1,4288,3176,yosemite,212.7574253114,1
72996,2015,2016,1,1,3.46671730134442,4.82924414365929,2148,52,1,4288,3176,yosemite,365.310111565858,1
72996,2016,2017,1,1,4.82924414365929,4.28495882282339,1425,16,1,4288,3176,yosemite,242.349585186847,1
74143,2008,2009,1,1,3.23754373814287,4.50164917803584,16,3,1,194,2484,yosemite,12.7930448485917,1
74143,2009,2010,1,1,4.50164917803584,3.24944296144258,2,1,1,194,2484,yosemite,1.59913060607396,1
74269,2005,2006,1,1,3.94692231885616,4.71028784558055,13,4,1,2760,3286,yosemite,2.75577411175698,1
74281,2018,2019,1,1,2.44104192374712,2.03898564771736,53,2,1,54,3267,yosemite,80.3218669525176,1
74333,2005,2006,1,1,3.8147801457458,2.77673028033587,5,2,1,1189,2225,yosemite,1.61485629844185,1
82682,2016,2017,1,1,5.09566970521127,3.91942015548402,4,5,1,376,2545,ltbmu,2.29731672082796,0
82682,2017,2018,1,1,3.91942015548402,3.08107673167231,2,6,1,376,2545,ltbmu,1.14865836041398,0
82682,2018,2019,1,1,3.08107673167231,3.85530643571188,2,2,1,376,2545,ltbmu,1.14865836041398,0
84218,2014,2015,1,1,3.67151697080913,3.32525312468128,33,7,1,5858,2579,ltbmu,4.80168936534291,0
84218,2015,2016,1,1,3.32525312468128,4.07046725881557,3,3,1,5858,2579,ltbmu,0.436517215031174,0
84218,2016,2017,1,1,4.07046725881557,4.29525187633492,11,15,1,5858,2579,ltbmu,1.60056312178097,0
84218,2017,2018,1,1,4.29525187633492,3.90376140807213,76,22,1,5858,2579,ltbmu,11.0584361141231,0
84218,2018,2019,1,1,3.90376140807213,3.71339750516121,17,26,1,5858,2579,ltbmu,2.47359755184332,0
84226,2017,2018,1,1,3.44788566663029,3.51411928981302,1,4,1,4065,2481,ltbmu,0.174672497429414,0
84226,2018,2019,1,1,3.51411928981302,3.27561232170427,1,3,1,4065,2481,ltbmu,0.174672497429414,0
84235,2014,2015,1,1,3.22247702287101,3.81186109915387,12,27,1,32466,2493,ltbmu,0.741688693556697,0
84235,2016,2017,1,1,5.32157793339564,4.29970183228892,11,18,1,32466,2493,ltbmu,0.679881302426972,0
84235,2017,2018,1,1,4.29970183228892,3.47167884775312,6,20,1,32466,2493,ltbmu,0.370844346778348,0
84235,2018,2019,1,1,3.47167884775312,3.78292368698951,7,16,1,32466,2493,ltbmu,0.432651737908073,0
84255,2015,2016,1,1,2.75726172314607,4.74288876588043,1,1,1,17816,2505,ltbmu,0.0834352751898353,0
84255,2016,2017,1,1,4.74288876588043,3.78420707515338,10,9,1,17816,2505,ltbmu,0.834352751898353,0
84255,2017,2018,1,1,3.78420707515338,4.22357038228456,3,10,1,17816,2505,ltbmu,0.250305825569506,0
84255,2018,2019,1,1,4.22357038228456,3.36825266077651,1,1,1,17816,2505,ltbmu,0.0834352751898353,0
84313,2017,2018,1,1,3.19730317405692,4.51195159101763,7,14,1,93720,2384,ltbmu,0.254645909775798,0
84313,2018,2019,1,1,4.51195159101763,3.725827208886,3,2,1,93720,2384,ltbmu,0.109133961332485,0
84325,2017,2018,1,1,2.98001064766071,2.6979682353682,1,1,1,1172,2405,ltbmu,0.325305195007141,0
