CDEC,year,lake_id,SWEmm
AGP,2003,70425,437
AGP,2003,70509,437
AGP,2003,70526,437
AGP,2003,70575,437
AGP,2003,70616,437
AGP,2003,70701,437
AGP,2003,70735,437
AGP,2003,71249,437
AGP,2003,71288,437
AGP,2003,71317,437
AGP,2003,71413,437
AGP,2003,71438,437
AGP,2003,71445,437
AGP,2003,71495,437
AGP,2003,71587,437
AGP,2003,71625,437
AGP,2003,71632,437
AGP,2003,71693,437
AGP,2003,71748,437
AGP,2003,71785,437
AGP,2003,71808,437
AGP,2003,71834,437
AGP,2003,71913,437
AGP,2003,71964,437
AGP,2003,72016,437
AGP,2003,72042,437
AGP,2003,72063,437
AGP,2003,72110,437
AGP,2003,72117,437
AGP,2003,72294,437
AGP,2003,72319,437
AGP,2003,72332,437
AGP,2003,72420,437
AGP,2003,72430,437
AGP,2003,72497,437
AGP,2003,72514,437
AGP,2003,72564,437
AGP,2003,72633,437
AGP,2003,72635,437
AGP,2003,72706,437
AGP,2003,72760,437
AGP,2003,72780,437
AGP,2003,72815,437
AGP,2003,72877,437
AGP,2003,73092,437
AGP,2003,74282,437
AGP,2003,71187,437
AGP,2003,71257,437
AGP,2003,71558,437
AGP,2004,70117,586
AGP,2004,70287,586
AGP,2004,70305,586
AGP,2004,70337,586
AGP,2004,70369,586
AGP,2004,70422,586
AGP,2004,70425,586
AGP,2004,70509,586
AGP,2004,70526,586
AGP,2004,70575,586
AGP,2004,70616,586
AGP,2004,70701,586
AGP,2004,70735,586
AGP,2004,71249,586
AGP,2004,71288,586
AGP,2004,71317,586
AGP,2004,71413,586
AGP,2004,71438,586
AGP,2004,71445,586
AGP,2004,71495,586
AGP,2004,71587,586
AGP,2004,71625,586
AGP,2004,71632,586
AGP,2004,71693,586
AGP,2004,71748,586
AGP,2004,71785,586
AGP,2004,71808,586
AGP,2004,71834,586
AGP,2004,71913,586
AGP,2004,71964,586
AGP,2004,72016,586
AGP,2004,72042,586
AGP,2004,72063,586
AGP,2004,72110,586
AGP,2004,72117,586
AGP,2004,72294,586
AGP,2004,72319,586
AGP,2004,72332,586
AGP,2004,72420,586
AGP,2004,72430,586
AGP,2004,72497,586
AGP,2004,72514,586
AGP,2004,72564,586
AGP,2004,72633,586
AGP,2004,72635,586
AGP,2004,72706,586
AGP,2004,72760,586
AGP,2004,72780,586
AGP,2004,72815,586
AGP,2004,72877,586
AGP,2004,73092,586
AGP,2004,74282,586
AGP,2004,71187,586
AGP,2004,71257,586
AGP,2004,71558,586
AGP,2005,70117,769
AGP,2005,70287,769
AGP,2005,70305,769
AGP,2005,70337,769
AGP,2005,70369,769
AGP,2005,70422,769
AGP,2005,70425,769
AGP,2005,70509,769
AGP,2005,70526,769
AGP,2005,70575,769
AGP,2005,70616,769
AGP,2005,70701,769
AGP,2005,70735,769
AGP,2005,71249,769
AGP,2005,71288,769
AGP,2005,71317,769
AGP,2005,71413,769
AGP,2005,71438,769
AGP,2005,71445,769
AGP,2005,71495,769
AGP,2005,71587,769
AGP,2005,71625,769
AGP,2005,71632,769
AGP,2005,71693,769
AGP,2005,71748,769
AGP,2005,71785,769
AGP,2005,71808,769
AGP,2005,71834,769
AGP,2005,71913,769
AGP,2005,71964,769
AGP,2005,72016,769
AGP,2005,72042,769
AGP,2005,72063,769
AGP,2005,72110,769
AGP,2005,72117,769
AGP,2005,72294,769
AGP,2005,72319,769
AGP,2005,72332,769
AGP,2005,72420,769
AGP,2005,72430,769
AGP,2005,72497,769
AGP,2005,72514,769
AGP,2005,72564,769
AGP,2005,72633,769
AGP,2005,72635,769
AGP,2005,72706,769
AGP,2005,72760,769
AGP,2005,72780,769
AGP,2005,72815,769
AGP,2005,72877,769
AGP,2005,73092,769
AGP,2005,74282,769
AGP,2005,71187,769
AGP,2005,71257,769
AGP,2005,71558,769
AGP,2006,70117,686
AGP,2006,70287,686
AGP,2006,70305,686
AGP,2006,70337,686
AGP,2006,70369,686
AGP,2006,70422,686
AGP,2006,70425,686
AGP,2006,70509,686
AGP,2006,70526,686
AGP,2006,70575,686
AGP,2006,70616,686
AGP,2006,70701,686
AGP,2006,70735,686
AGP,2006,71249,686
AGP,2006,71288,686
AGP,2006,71317,686
AGP,2006,71413,686
AGP,2006,71438,686
AGP,2006,71445,686
AGP,2006,71495,686
AGP,2006,71587,686
AGP,2006,71625,686
AGP,2006,71632,686
AGP,2006,71693,686
AGP,2006,71748,686
AGP,2006,71785,686
AGP,2006,71808,686
AGP,2006,71834,686
AGP,2006,71913,686
AGP,2006,71964,686
AGP,2006,72016,686
AGP,2006,72042,686
AGP,2006,72063,686
AGP,2006,72110,686
AGP,2006,72117,686
AGP,2006,72294,686
AGP,2006,72319,686
AGP,2006,72332,686
AGP,2006,72420,686
AGP,2006,72430,686
AGP,2006,72497,686
AGP,2006,72514,686
AGP,2006,72564,686
AGP,2006,72633,686
AGP,2006,72635,686
AGP,2006,72706,686
AGP,2006,72760,686
AGP,2006,72780,686
AGP,2006,72815,686
AGP,2006,72877,686
AGP,2006,73092,686
AGP,2006,74282,686
AGP,2006,71187,686
AGP,2006,71257,686
AGP,2006,71558,686
AGP,2007,70117,383
AGP,2007,70287,383
AGP,2007,70305,383
AGP,2007,70337,383
AGP,2007,70369,383
AGP,2007,70422,383
AGP,2007,70425,383
AGP,2007,70509,383
AGP,2007,70526,383
AGP,2007,70575,383
AGP,2007,70616,383
AGP,2007,70701,383
AGP,2007,70735,383
AGP,2007,71249,383
AGP,2007,71288,383
AGP,2007,71317,383
AGP,2007,71413,383
AGP,2007,71438,383
AGP,2007,71445,383
AGP,2007,71495,383
AGP,2007,71587,383
AGP,2007,71625,383
AGP,2007,71632,383
AGP,2007,71693,383
AGP,2007,71748,383
AGP,2007,71785,383
AGP,2007,71808,383
AGP,2007,71834,383
AGP,2007,71913,383
AGP,2007,71964,383
AGP,2007,72016,383
AGP,2007,72042,383
AGP,2007,72063,383
AGP,2007,72110,383
AGP,2007,72117,383
AGP,2007,72294,383
AGP,2007,72319,383
AGP,2007,72332,383
AGP,2007,72420,383
AGP,2007,72430,383
AGP,2007,72497,383
AGP,2007,72514,383
AGP,2007,72564,383
AGP,2007,72633,383
AGP,2007,72635,383
AGP,2007,72706,383
AGP,2007,72760,383
AGP,2007,72780,383
AGP,2007,72815,383
AGP,2007,72877,383
AGP,2007,73092,383
AGP,2007,74282,383
AGP,2007,71187,383
AGP,2007,71257,383
AGP,2007,71558,383
AGP,2008,70117,651
AGP,2008,70287,651
AGP,2008,70305,651
AGP,2008,70337,651
AGP,2008,70369,651
AGP,2008,70422,651
AGP,2008,70425,651
AGP,2008,70509,651
AGP,2008,70526,651
AGP,2008,70575,651
AGP,2008,70616,651
AGP,2008,70701,651
AGP,2008,70735,651
AGP,2008,71249,651
AGP,2008,71288,651
AGP,2008,71317,651
AGP,2008,71413,651
AGP,2008,71438,651
AGP,2008,71445,651
AGP,2008,71495,651
AGP,2008,71587,651
AGP,2008,71625,651
AGP,2008,71632,651
AGP,2008,71693,651
AGP,2008,71748,651
AGP,2008,71785,651
AGP,2008,71808,651
AGP,2008,71834,651
AGP,2008,71913,651
AGP,2008,71964,651
AGP,2008,72016,651
AGP,2008,72042,651
AGP,2008,72063,651
AGP,2008,72110,651
AGP,2008,72117,651
AGP,2008,72294,651
AGP,2008,72319,651
AGP,2008,72332,651
AGP,2008,72420,651
AGP,2008,72430,651
AGP,2008,72497,651
AGP,2008,72514,651
AGP,2008,72564,651
AGP,2008,72633,651
AGP,2008,72635,651
AGP,2008,72706,651
AGP,2008,72760,651
AGP,2008,72780,651
AGP,2008,72815,651
AGP,2008,72877,651
AGP,2008,73092,651
AGP,2008,74282,651
AGP,2008,71187,651
AGP,2008,71257,651
AGP,2008,71558,651
AGP,2009,70117,700
AGP,2009,70287,700
AGP,2009,70305,700
AGP,2009,70337,700
AGP,2009,70369,700
AGP,2009,70422,700
AGP,2009,70425,700
AGP,2009,70509,700
AGP,2009,70526,700
AGP,2009,70575,700
AGP,2009,70616,700
AGP,2009,70701,700
AGP,2009,70735,700
AGP,2009,71249,700
AGP,2009,71288,700
AGP,2009,71317,700
AGP,2009,71413,700
AGP,2009,71438,700
AGP,2009,71445,700
AGP,2009,71495,700
AGP,2009,71587,700
AGP,2009,71625,700
AGP,2009,71632,700
AGP,2009,71693,700
AGP,2009,71748,700
AGP,2009,71785,700
AGP,2009,71808,700
AGP,2009,71834,700
AGP,2009,71913,700
AGP,2009,71964,700
AGP,2009,72016,700
AGP,2009,72042,700
AGP,2009,72063,700
AGP,2009,72110,700
AGP,2009,72117,700
AGP,2009,72294,700
AGP,2009,72319,700
AGP,2009,72332,700
AGP,2009,72420,700
AGP,2009,72430,700
AGP,2009,72497,700
AGP,2009,72514,700
AGP,2009,72564,700
AGP,2009,72633,700
AGP,2009,72635,700
AGP,2009,72706,700
AGP,2009,72760,700
AGP,2009,72780,700
AGP,2009,72815,700
AGP,2009,72877,700
AGP,2009,73092,700
AGP,2009,74282,700
AGP,2009,71187,700
AGP,2009,71257,700
AGP,2009,71558,700
AGP,2010,70117,753
AGP,2010,70287,753
AGP,2010,70305,753
AGP,2010,70337,753
AGP,2010,70369,753
AGP,2010,70422,753
AGP,2010,70425,753
AGP,2010,70509,753
AGP,2010,70526,753
AGP,2010,70575,753
AGP,2010,70616,753
AGP,2010,70701,753
AGP,2010,70735,753
AGP,2010,71249,753
AGP,2010,71288,753
AGP,2010,71317,753
AGP,2010,71413,753
AGP,2010,71438,753
AGP,2010,71445,753
AGP,2010,71495,753
AGP,2010,71587,753
AGP,2010,71625,753
AGP,2010,71632,753
AGP,2010,71693,753
AGP,2010,71748,753
AGP,2010,71785,753
AGP,2010,71808,753
AGP,2010,71834,753
AGP,2010,71913,753
AGP,2010,71964,753
AGP,2010,72016,753
AGP,2010,72042,753
AGP,2010,72063,753
AGP,2010,72110,753
AGP,2010,72117,753
AGP,2010,72294,753
AGP,2010,72319,753
AGP,2010,72332,753
AGP,2010,72420,753
AGP,2010,72430,753
AGP,2010,72497,753
AGP,2010,72514,753
AGP,2010,72564,753
AGP,2010,72633,753
AGP,2010,72635,753
AGP,2010,72706,753
AGP,2010,72760,753
AGP,2010,72780,753
AGP,2010,72815,753
AGP,2010,72877,753
AGP,2010,73092,753
AGP,2010,74282,753
AGP,2010,71187,753
AGP,2010,71257,753
AGP,2010,71558,753
AGP,2011,70117,1019
AGP,2011,70287,1019
AGP,2011,70305,1019
AGP,2011,70337,1019
AGP,2011,70369,1019
AGP,2011,70422,1019
AGP,2011,70425,1019
AGP,2011,70509,1019
AGP,2011,70526,1019
AGP,2011,70575,1019
AGP,2011,70616,1019
AGP,2011,70701,1019
AGP,2011,70735,1019
AGP,2011,71249,1019
AGP,2011,71288,1019
AGP,2011,71317,1019
AGP,2011,71413,1019
AGP,2011,71438,1019
AGP,2011,71445,1019
AGP,2011,71495,1019
AGP,2011,71587,1019
AGP,2011,71625,1019
AGP,2011,71632,1019
AGP,2011,71693,1019
AGP,2011,71748,1019
AGP,2011,71785,1019
AGP,2011,71808,1019
AGP,2011,71834,1019
AGP,2011,71913,1019
AGP,2011,71964,1019
AGP,2011,72016,1019
AGP,2011,72042,1019
AGP,2011,72063,1019
AGP,2011,72110,1019
AGP,2011,72117,1019
AGP,2011,72294,1019
AGP,2011,72319,1019
AGP,2011,72332,1019
AGP,2011,72420,1019
AGP,2011,72430,1019
AGP,2011,72497,1019
AGP,2011,72514,1019
AGP,2011,72564,1019
AGP,2011,72633,1019
AGP,2011,72635,1019
AGP,2011,72706,1019
AGP,2011,72760,1019
AGP,2011,72780,1019
AGP,2011,72815,1019
AGP,2011,72877,1019
AGP,2011,73092,1019
AGP,2011,74282,1019
AGP,2011,71187,1019
AGP,2011,71257,1019
AGP,2011,71558,1019
AGP,2012,70117,489
AGP,2012,70287,489
AGP,2012,70305,489
AGP,2012,70337,489
AGP,2012,70369,489
AGP,2012,70422,489
AGP,2012,70425,489
AGP,2012,70509,489
AGP,2012,70526,489
AGP,2012,70575,489
AGP,2012,70616,489
AGP,2012,70701,489
AGP,2012,70735,489
AGP,2012,71249,489
AGP,2012,71288,489
AGP,2012,71317,489
AGP,2012,71413,489
AGP,2012,71438,489
AGP,2012,71445,489
AGP,2012,71495,489
AGP,2012,71587,489
AGP,2012,71625,489
AGP,2012,71632,489
AGP,2012,71693,489
AGP,2012,71748,489
AGP,2012,71785,489
AGP,2012,71808,489
AGP,2012,71834,489
AGP,2012,71913,489
AGP,2012,71964,489
AGP,2012,72016,489
AGP,2012,72042,489
AGP,2012,72063,489
AGP,2012,72110,489
AGP,2012,72117,489
AGP,2012,72294,489
AGP,2012,72319,489
AGP,2012,72332,489
AGP,2012,72420,489
AGP,2012,72430,489
AGP,2012,72497,489
AGP,2012,72514,489
AGP,2012,72564,489
AGP,2012,72633,489
AGP,2012,72635,489
AGP,2012,72706,489
AGP,2012,72760,489
AGP,2012,72780,489
AGP,2012,72815,489
AGP,2012,72877,489
AGP,2012,73092,489
AGP,2012,74282,489
AGP,2012,71187,489
AGP,2012,71257,489
AGP,2012,71558,489
AGP,2013,70117,460
AGP,2013,70287,460
AGP,2013,70305,460
AGP,2013,70337,460
AGP,2013,70369,460
AGP,2013,70422,460
AGP,2013,70425,460
AGP,2013,70509,460
AGP,2013,70526,460
AGP,2013,70575,460
AGP,2013,70616,460
AGP,2013,70701,460
AGP,2013,70735,460
AGP,2013,71249,460
AGP,2013,71288,460
AGP,2013,71317,460
AGP,2013,71413,460
AGP,2013,71438,460
AGP,2013,71445,460
AGP,2013,71495,460
AGP,2013,71587,460
AGP,2013,71625,460
AGP,2013,71632,460
AGP,2013,71693,460
AGP,2013,71748,460
AGP,2013,71785,460
AGP,2013,71808,460
AGP,2013,71834,460
AGP,2013,71913,460
AGP,2013,71964,460
AGP,2013,72016,460
AGP,2013,72042,460
AGP,2013,72063,460
AGP,2013,72110,460
AGP,2013,72117,460
AGP,2013,72294,460
AGP,2013,72319,460
AGP,2013,72332,460
AGP,2013,72420,460
AGP,2013,72430,460
AGP,2013,72497,460
AGP,2013,72514,460
AGP,2013,72564,460
AGP,2013,72633,460
AGP,2013,72635,460
AGP,2013,72706,460
AGP,2013,72760,460
AGP,2013,72780,460
AGP,2013,72815,460
AGP,2013,72877,460
AGP,2013,73092,460
AGP,2013,74282,460
AGP,2013,71187,460
AGP,2013,71257,460
AGP,2013,71558,460
AGP,2014,70117,336
AGP,2014,70287,336
AGP,2014,70305,336
AGP,2014,70337,336
AGP,2014,70369,336
AGP,2014,70422,336
AGP,2014,70425,336
AGP,2014,70509,336
AGP,2014,70526,336
AGP,2014,70575,336
AGP,2014,70616,336
AGP,2014,70701,336
AGP,2014,70735,336
AGP,2014,71249,336
AGP,2014,71288,336
AGP,2014,71317,336
AGP,2014,71413,336
AGP,2014,71438,336
AGP,2014,71445,336
AGP,2014,71495,336
AGP,2014,71587,336
AGP,2014,71625,336
AGP,2014,71632,336
AGP,2014,71693,336
AGP,2014,71748,336
AGP,2014,71785,336
AGP,2014,71808,336
AGP,2014,71834,336
AGP,2014,71913,336
AGP,2014,71964,336
AGP,2014,72016,336
AGP,2014,72042,336
AGP,2014,72063,336
AGP,2014,72110,336
AGP,2014,72117,336
AGP,2014,72294,336
AGP,2014,72319,336
AGP,2014,72332,336
AGP,2014,72420,336
AGP,2014,72430,336
AGP,2014,72497,336
AGP,2014,72514,336
AGP,2014,72564,336
AGP,2014,72633,336
AGP,2014,72635,336
AGP,2014,72706,336
AGP,2014,72760,336
AGP,2014,72780,336
AGP,2014,72815,336
AGP,2014,72877,336
AGP,2014,73092,336
AGP,2014,74282,336
AGP,2014,71187,336
AGP,2014,71257,336
AGP,2014,71558,336
AGP,2015,70117,56
AGP,2015,70287,56
AGP,2015,70305,56
AGP,2015,70337,56
AGP,2015,70369,56
AGP,2015,70422,56
AGP,2015,70425,56
AGP,2015,70509,56
AGP,2015,70526,56
AGP,2015,70575,56
AGP,2015,70616,56
AGP,2015,70701,56
AGP,2015,70735,56
AGP,2015,71249,56
AGP,2015,71288,56
AGP,2015,71317,56
AGP,2015,71413,56
AGP,2015,71438,56
AGP,2015,71445,56
AGP,2015,71495,56
AGP,2015,71587,56
AGP,2015,71625,56
AGP,2015,71632,56
AGP,2015,71693,56
AGP,2015,71748,56
AGP,2015,71785,56
AGP,2015,71808,56
AGP,2015,71834,56
AGP,2015,71913,56
AGP,2015,71964,56
AGP,2015,72016,56
AGP,2015,72042,56
AGP,2015,72063,56
AGP,2015,72110,56
AGP,2015,72117,56
AGP,2015,72294,56
AGP,2015,72319,56
AGP,2015,72332,56
AGP,2015,72420,56
AGP,2015,72430,56
AGP,2015,72497,56
AGP,2015,72514,56
AGP,2015,72564,56
AGP,2015,72633,56
AGP,2015,72635,56
AGP,2015,72706,56
AGP,2015,72760,56
AGP,2015,72780,56
AGP,2015,72815,56
AGP,2015,72877,56
AGP,2015,73092,56
AGP,2015,74282,56
AGP,2015,71187,56
AGP,2015,71257,56
AGP,2015,71558,56
AGP,2016,70117,560
AGP,2016,70287,560
AGP,2016,70305,560
AGP,2016,70337,560
AGP,2016,70369,560
AGP,2016,70422,560
AGP,2016,70425,560
AGP,2016,70509,560
AGP,2016,70526,560
AGP,2016,70575,560
AGP,2016,70616,560
AGP,2016,70701,560
AGP,2016,70735,560
AGP,2016,71249,560
AGP,2016,71288,560
AGP,2016,71317,560
AGP,2016,71413,560
AGP,2016,71438,560
AGP,2016,71445,560
AGP,2016,71495,560
AGP,2016,71587,560
AGP,2016,71625,560
AGP,2016,71632,560
AGP,2016,71693,560
AGP,2016,71748,560
AGP,2016,71785,560
AGP,2016,71808,560
AGP,2016,71834,560
AGP,2016,71913,560
AGP,2016,71964,560
AGP,2016,72016,560
AGP,2016,72042,560
AGP,2016,72063,560
AGP,2016,72110,560
AGP,2016,72117,560
AGP,2016,72294,560
AGP,2016,72319,560
AGP,2016,72332,560
AGP,2016,72420,560
AGP,2016,72430,560
AGP,2016,72497,560
AGP,2016,72514,560
AGP,2016,72564,560
AGP,2016,72633,560
AGP,2016,72635,560
AGP,2016,72706,560
AGP,2016,72760,560
AGP,2016,72780,560
AGP,2016,72815,560
AGP,2016,72877,560
AGP,2016,73092,560
AGP,2016,74282,560
AGP,2016,71187,560
AGP,2016,71257,560
AGP,2016,71558,560
AGP,2017,70117,1416
AGP,2017,70287,1416
AGP,2017,70305,1416
AGP,2017,70337,1416
AGP,2017,70369,1416
AGP,2017,70422,1416
AGP,2017,70425,1416
AGP,2017,70509,1416
AGP,2017,70526,1416
AGP,2017,70575,1416
AGP,2017,70616,1416
AGP,2017,70701,1416
AGP,2017,70735,1416
AGP,2017,71249,1416
AGP,2017,71288,1416
AGP,2017,71317,1416
AGP,2017,71413,1416
AGP,2017,71438,1416
AGP,2017,71445,1416
AGP,2017,71495,1416
AGP,2017,71587,1416
AGP,2017,71625,1416
AGP,2017,71632,1416
AGP,2017,71693,1416
AGP,2017,71748,1416
AGP,2017,71785,1416
AGP,2017,71808,1416
AGP,2017,71834,1416
AGP,2017,71913,1416
AGP,2017,71964,1416
AGP,2017,72016,1416
AGP,2017,72042,1416
AGP,2017,72063,1416
AGP,2017,72110,1416
AGP,2017,72117,1416
AGP,2017,72294,1416
AGP,2017,72319,1416
AGP,2017,72332,1416
AGP,2017,72420,1416
AGP,2017,72430,1416
AGP,2017,72497,1416
AGP,2017,72514,1416
AGP,2017,72564,1416
AGP,2017,72633,1416
AGP,2017,72635,1416
AGP,2017,72706,1416
AGP,2017,72760,1416
AGP,2017,72780,1416
AGP,2017,72815,1416
AGP,2017,72877,1416
AGP,2017,73092,1416
AGP,2017,74282,1416
AGP,2017,71187,1416
AGP,2017,71257,1416
AGP,2017,71558,1416
AGP,2018,70117,743
AGP,2018,70287,743
AGP,2018,70305,743
AGP,2018,70337,743
AGP,2018,70369,743
AGP,2018,70422,743
AGP,2018,70425,743
AGP,2018,70509,743
AGP,2018,70526,743
AGP,2018,70575,743
AGP,2018,70616,743
AGP,2018,70701,743
AGP,2018,70735,743
AGP,2018,71249,743
AGP,2018,71288,743
AGP,2018,71317,743
AGP,2018,71413,743
AGP,2018,71438,743
AGP,2018,71445,743
AGP,2018,71495,743
AGP,2018,71587,743
AGP,2018,71625,743
AGP,2018,71632,743
AGP,2018,71693,743
AGP,2018,71748,743
AGP,2018,71785,743
AGP,2018,71808,743
AGP,2018,71834,743
AGP,2018,71913,743
AGP,2018,71964,743
AGP,2018,72016,743
AGP,2018,72042,743
AGP,2018,72063,743
AGP,2018,72110,743
AGP,2018,72117,743
AGP,2018,72294,743
AGP,2018,72319,743
AGP,2018,72332,743
AGP,2018,72420,743
AGP,2018,72430,743
AGP,2018,72497,743
AGP,2018,72514,743
AGP,2018,72564,743
AGP,2018,72633,743
AGP,2018,72635,743
AGP,2018,72706,743
AGP,2018,72760,743
AGP,2018,72780,743
AGP,2018,72815,743
AGP,2018,72877,743
AGP,2018,73092,743
AGP,2018,74282,743
AGP,2018,71187,743
AGP,2018,71257,743
AGP,2018,71558,743
AGP,2019,70117,
AGP,2019,70287,
AGP,2019,70305,
AGP,2019,70337,
AGP,2019,70369,
AGP,2019,70422,
AGP,2019,70425,
AGP,2019,70509,
AGP,2019,70526,
AGP,2019,70575,
AGP,2019,70616,
AGP,2019,70701,
AGP,2019,70735,
AGP,2019,71249,
AGP,2019,71288,
AGP,2019,71317,
AGP,2019,71413,
AGP,2019,71438,
AGP,2019,71445,
AGP,2019,71495,
AGP,2019,71587,
AGP,2019,71625,
AGP,2019,71632,
AGP,2019,71693,
AGP,2019,71748,
AGP,2019,71785,
AGP,2019,71808,
AGP,2019,71834,
AGP,2019,71913,
AGP,2019,71964,
AGP,2019,72016,
AGP,2019,72042,
AGP,2019,72063,
AGP,2019,72110,
AGP,2019,72117,
AGP,2019,72294,
AGP,2019,72319,
AGP,2019,72332,
AGP,2019,72420,
AGP,2019,72430,
AGP,2019,72497,
AGP,2019,72514,
AGP,2019,72564,
AGP,2019,72633,
AGP,2019,72635,
AGP,2019,72706,
AGP,2019,72760,
AGP,2019,72780,
AGP,2019,72815,
AGP,2019,72877,
AGP,2019,73092,
AGP,2019,74282,
AGP,2019,71187,
AGP,2019,71257,
AGP,2019,71558,
AGP,2020,70117,0
AGP,2020,70287,0
AGP,2020,70305,0
AGP,2020,70337,0
AGP,2020,70369,0
AGP,2020,70422,0
AGP,2020,70425,0
AGP,2020,70509,0
AGP,2020,70526,0
AGP,2020,70575,0
AGP,2020,70616,0
AGP,2020,70701,0
AGP,2020,70735,0
AGP,2020,71249,0
AGP,2020,71288,0
AGP,2020,71317,0
AGP,2020,71413,0
AGP,2020,71438,0
AGP,2020,71445,0
AGP,2020,71495,0
AGP,2020,71587,0
AGP,2020,71625,0
AGP,2020,71632,0
AGP,2020,71693,0
AGP,2020,71748,0
AGP,2020,71785,0
AGP,2020,71808,0
AGP,2020,71834,0
AGP,2020,71913,0
AGP,2020,71964,0
AGP,2020,72016,0
AGP,2020,72042,0
AGP,2020,72063,0
AGP,2020,72110,0
AGP,2020,72117,0
AGP,2020,72294,0
AGP,2020,72319,0
AGP,2020,72332,0
AGP,2020,72420,0
AGP,2020,72430,0
AGP,2020,72497,0
AGP,2020,72514,0
AGP,2020,72564,0
AGP,2020,72633,0
AGP,2020,72635,0
AGP,2020,72706,0
AGP,2020,72760,0
AGP,2020,72780,0
AGP,2020,72815,0
AGP,2020,72877,0
AGP,2020,73092,0
AGP,2020,74282,0
AGP,2020,71187,0
AGP,2020,71257,0
AGP,2020,71558,0
BCB,2000,10012,973
BCB,2000,10017,973
